user_id,display_name,link,reputation
2630261,BendEg,http://stackoverflow.com/users/2630261/bendeg ,4449
425097,Sugrue,http://stackoverflow.com/users/425097/sugrue ,1467
1201725,webmaster,http://stackoverflow.com/users/1201725/webmaster ,1291
1336855,Jngai1297,http://stackoverflow.com/users/1336855/jngai1297 ,929
4246716,Apricot,http://stackoverflow.com/users/4246716/apricot ,385
4875887,Ernestina Juan,http://stackoverflow.com/users/4875887/ernestina-juan ,296
5506802,Cesar,http://stackoverflow.com/users/5506802/cesar ,242
4738391,Zia Ul Rehman Mughal,http://stackoverflow.com/users/4738391/zia-ul-rehman-mughal ,240
1355041,user1355041,http://stackoverflow.com/users/1355041/user1355041 ,72
3235199,TeaAnyOne,http://stackoverflow.com/users/3235199/teaanyone ,67
4604820,t1maccapp,http://stackoverflow.com/users/4604820/t1maccapp ,48
6922072,camila,http://stackoverflow.com/users/6922072/camila ,26
4765736,John Chesshir,http://stackoverflow.com/users/4765736/john-chesshir ,23
6701079,VacH,http://stackoverflow.com/users/6701079/vach ,21
6680024,arzt,http://stackoverflow.com/users/6680024/arzt ,19
6844022,Biplov Dahal,http://stackoverflow.com/users/6844022/biplov-dahal ,17
6655445,Newbie,http://stackoverflow.com/users/6655445/newbie ,14
3746674,Jeff Stapleton,http://stackoverflow.com/users/3746674/jeff-stapleton ,14
6945784,Photomungus,http://stackoverflow.com/users/6945784/photomungus ,11
6800561,box_player,http://stackoverflow.com/users/6800561/box-player ,9
6793715,Sunita R,http://stackoverflow.com/users/6793715/sunita-r ,8
6892811,frajk,http://stackoverflow.com/users/6892811/frajk ,6
4532182,Sanzhar Dan,http://stackoverflow.com/users/4532182/sanzhar-dan ,6
6667312,user6667312,http://stackoverflow.com/users/6667312/user6667312 ,2
3705287,KEVINPERCY,http://stackoverflow.com/users/3705287/kevinpercy ,1
6923470,DextroSition,http://stackoverflow.com/users/6923470/dextrosition ,1
4291704,teddy john,http://stackoverflow.com/users/4291704/teddy-john ,1
